Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Year,bWAR,EV,Barrel%,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%
Jeff Innis,NYM,1,3,1,18,0,26.1,4.1012660208239025,3.4177216840199187,1.3670886736079677,0.1948051948051948,0.86065574,,,,2.392405178813943,,5.124754825010459,,-0.337758868932724,Jeff Innis,1006266,116395,1.2,0.11538462,0.09615385,0.01923077,0.2043010752688172,1.1012658759619738,65.30677076965891,137.6200700002491,,-2.7323496461965164,,0,0,0,,,104,19,9,7,4,10,3,1,1,1,12,-0.4085099995136261,-1.9659940004348757,1.5574840307235718,2.494999885559082,0.2928434014320373,1.041255235671997,0.8497799634933472,0.7725111246109009,1.1028000116348269,6,0.2632589340209961,-0.6555834914576606,3,3,1990,0.46,,,,,,,,,,
Paul McClellan,SFG,0,1,0,4,1,7.2,2.3478272308254224,7.043481692476268,3.521740846238134,0.34375,0.6547619,,,,11.739136154127111,,10.11265040174272,,-0.3412077203392982,Paul McClellan,1008395,118574,0.33333333,0.04545455,0.13636364,-0.09090909,0.3783783783783784,2.6086969231393584,319.88417269630446,269.82903086800013,,1.6264857523843936,,0,0,0,,,44,14,10,10,3,6,0,1,0,0,2,-0.3198879947885871,-0.6748300269246101,0.3549420023337006,-7.332000017166138,-0.768313080072403,0.6063081994652748,0.5358999902382493,0.2293500024825334,0.9560999870300292,2,-0.7563347816467285,0.2287351300657208,0,0,1990,-0.38,,,,,,,,,,
Gary Eave,SEA,0,3,0,8,5,30.0,4.800001525879392,6.000001907349239,1.50000047683731,0.2417582417582417,0.78571429,,,,4.200001335144467,,6.108300065994596,,-0.341662235558033,Gary Eave,1003651,113719,0.8,0.11940299,0.14925373,-0.02985075,0.2410714285714285,1.5666671646967458,104.75931167555406,153.06379837204685,,-1.9082987308501291,,2,0,0,,,134,27,16,14,5,20,1,2,0,0,16,-0.4466940462589264,-2.7442779541015625,2.297584116458893,-3.7772001028060913,-0.4707638919353485,1.0541335741678874,0.9086532855735104,0.7891499996185303,1.4565714597702026,7,-0.5129442885518074,0.0891895982493587,0,2,1990,0.04,,,,,,,,,,
Bob Kipper,PIT,5,2,3,41,1,62.2,5.0265958052400075,3.734042598178291,1.0053191610480017,0.1957671957671957,0.77531646,,,,3.0159574831440046,,4.531703293034803,,-0.3483966365456581,Bob Kipper,1006956,117107,1.34615385,0.13461538,0.1,0.03461538,0.1904761904761904,1.117021290053335,81.75420714272221,120.97906752156544,,-1.5157458098907983,,0,0,0,,,260,44,24,21,7,26,1,3,1,5,35,0.8669620156288147,-3.6254820823669434,4.492443844676018,3.877000331878662,0.4846991896629333,0.9824042250893332,1.1136589432374024,1.302419480754108,1.1628646815524382,34,0.8685363829135895,0.0139537301047854,11,10,1990,0.6,,,,,,,,,,
Rick Luecken,- - -,1,4,1,37,0,54.0,5.833334981659778,5.166668126612946,1.0000002825702476,0.372972972972973,0.71570577,,,,5.833334981659778,,4.845336629595611,,-0.3584601879119873,Rick Luecken,1007821,117990,1.12903226,0.13461538,0.11923077,0.01538462,0.331858407079646,1.9629635176378937,146.32756567510864,123.90286083354044,,0.9879983520641672,,0,0,0,,,260,75,37,35,6,31,7,3,2,0,35,-2.8777939145220444,-5.104574001044966,2.2267779408139177,-14.488999903202057,-1.415838796645403,0.7441337033517686,0.8858770523793422,1.023935125838663,0.5163040161132812,25,-1.281220469623804,-2.5860871144296045,3,9,1990,-0.75,,,,,,,,,,
Larry McWilliams,KCR,0,0,0,13,0,8.1,7.560002018738332,9.720002595520713,2.1600005767823807,0.3333333333333333,0.63953488,,,,9.720002595520713,,7.84830036277807,,-0.3649507164955139,Larry McWilliams,1008700,118884,0.77777778,0.1627907,0.20930233,-0.04651163,0.303030303030303,2.280000608825846,248.9928995427204,209.1837292725117,,1.871702232742643,,0,0,0,,,43,10,9,9,2,9,1,1,1,0,7,0.3835319876670837,-0.2894200086593628,0.6729519963264465,-5.692999839782715,-0.6155650019645691,0.7650619745254517,0.9105733633041382,0.8808307647705078,0.5971999764442444,11,-0.3199524879455566,0.8212608792101712,3,0,1990,-0.39,,,,,,,,,,
Pete Filson,KCR,0,4,0,8,7,35.0,2.3142854009599527,3.3428566902754873,1.5428569339733018,0.2666666666666666,0.53497942,,,,5.914284913564323,,5.808298610789491,,-0.3771471679210663,Pete Filson,1004046,114124,0.69230769,0.05454545,0.07878788,-0.02424242,0.28,1.571428358676511,151.50355515633058,154.8035700660727,,0.1059863027748324,,2,0,0,,,165,42,31,23,6,13,0,2,0,1,9,-1.4051180183887482,-3.6406620740890503,2.235543940216303,-12.021400451660156,-1.2574335038661957,0.903009432660052,0.8291691587521479,0.859875001013279,1.1959000416100023,8,-1.378442570567131,-0.1775965665320276,0,1,1990,-0.85,,,,,,,,,,
Brian Meyer,HOU,0,4,1,14,0,20.1,2.6557378709973114,2.6557378709973114,1.3278689354986557,0.1884057971014492,0.84269663,,,,2.2131148924977593,,5.021413909450274,,-0.3776870667934418,Brian Meyer,1008822,119008,1.0,0.07142857,0.07142857,0.0,0.2051282051282051,1.0819672807766825,60.51767631145847,139.4503136972861,,-2.808299016952515,,0,0,0,,,84,16,7,5,3,6,0,0,0,0,6,-0.2811498939990997,-2.4964420795440674,2.215291976928711,2.2269999980926514,0.2762351036071777,1.5164812803268433,1.5207141637802124,1.451014280319214,2.3413712978363037,7,-0.0177825484424829,-0.1676136695302863,5,4,1990,0.47,,,,,,,,,,
Dave Righetti,NYY,1,1,36,53,0,53.0,7.30188784356572,4.415094975179273,1.3584907615936224,0.2564102564102564,0.80246914,,,,3.5660382491832587,,4.732827595876813,,-0.3920904397964477,Dave Righetti,1010958,121201,1.65384615,0.18297872,0.1106383,0.07234043,0.2318840579710145,1.3962266160823342,90.3386251222734,118.8591032738776,,-1.1667893466935544,,0,0,0,,,235,48,24,21,8,26,2,2,2,0,43,1.5201139450073242,-6.061277866363525,7.581392288208008,-0.2600001692771911,-0.009393710643053,1.7832746505737305,1.534924030303955,1.519358515739441,2.4714667797088623,6,-0.3615822196006775,1.2140106127919674,25,6,1990,0.31,,,,,,,,,,
Jeff Shaw,CLE,3,4,0,12,9,48.2,4.623287369239012,3.6986298953912096,2.0342464424651654,0.3583815028901734,0.70876289,,,,6.657533811704178,,5.952134428035043,,-0.3965431451797485,Jeff Shaw,1011823,122079,1.25,0.10917031,0.08733624,0.02183406,0.3492822966507177,1.9109587792854583,167.41850934843086,153.1662529930384,,0.7053993836691346,,2,0,0,,,229,73,38,36,11,20,0,0,3,0,25,-0.8185280561447144,-3.88824799656868,3.069720059633255,-13.91439962387085,-1.39785435795784,0.8209738069248997,0.785022264177149,0.6983999870717525,1.2112000435590744,12,-1.6274990439414978,0.630478128973877,0,1,1990,-0.79,,,,,,,,,,
Brian Bohanon,TEX,0,3,0,11,6,34.0,3.970589349014437,4.764707218817324,1.5882357396057745,0.2905982905982906,0.58139535,,,,6.61764891502406,,5.984770496164064,,-0.402304608374834,Brian Bohanon,1001126,111155,0.83333333,0.09493671,0.11392405,-0.01898734,0.2898550724637681,1.7058828314284245,169.07579889538752,152.87543641179866,,0.6328784188599963,,1,0,0,,,158,40,30,25,6,18,0,2,1,0,15,-1.0878219967707992,-3.3165241181850433,2.2287019789218903,-11.783300399780272,-1.2436352223157885,0.8604664392997882,0.836264754831791,0.7275818207047202,1.0388400197029113,10,-0.9831176064908504,-0.2811060134983538,1,1,1990,-0.88,,,,,,,,,,
Chris Codiroli,KCR,0,1,0,6,2,10.1,6.9677403814218035,14.806448310521333,0.8709675476777254,0.3870967741935484,0.70552147,,,,9.58064302445498,,8.614749334804019,,-0.4165230765938759,Chris Codiroli,1002388,112441,0.47058824,0.13114754,0.27868852,-0.14754098,0.325,2.9032251589257516,245.42298859489028,229.61489658977192,,0.9658936896509616,,0,0,0,,,61,13,11,11,1,17,1,4,2,0,8,-0.3077939748764038,-1.1128100007772446,0.8050160333514214,-5.110999822616577,-0.5185570418834686,1.0078170391229482,0.6115142554044724,0.5897000034650167,0.8872399926185608,5,-0.4833941161632538,0.177987516623856,0,2,1990,-0.38,,,,,,,,,,
Dennis Cook,- - -,9,4,1,47,16,156.0,3.692307943423136,3.230769450495244,1.15384623231973,0.2591170825335892,0.75135135,,,,3.9230771898870818,,4.7698376118960555,,-0.417352944612503,Dennis Cook,8,112621,1.14285714,0.09653092,0.08446456,0.01206637,0.256198347107438,1.3525641945525724,103.04177938057606,124.93168782153025,,-0.8467604220089737,,8,2,1,,,663,155,74,68,20,56,9,2,6,3,64,-0.9963938221335412,-11.182115636765957,10.185721710324287,-4.674600303173065,-0.6047657430171967,0.9264501775133198,0.9189107397624424,1.1848851049200018,1.2566390502743603,41,-0.2391764521598816,-0.8363199385990436,7,9,1990,0.6000000000000001,,,,,,,,,,
Eric Show,SDP,6,8,1,39,12,106.1,4.6551733044803445,3.4702200997035297,1.354232234030646,0.314207650273224,0.6640625,,,,5.755486994630244,,4.9995220067382125,,-0.4245115965604782,Eric Show,1011937,122197,1.34146341,0.11410788,0.08506224,0.02904564,0.2997711670480549,1.6175551684254936,150.1130997149893,128.2076584861322,,0.7559649878920318,,3,0,0,,,482,131,74,68,16,41,9,4,3,3,55,-1.405664049088955,-7.755177974700928,6.349514007568359,-21.34660053253174,-2.309310495853424,0.7767240898683667,0.7790214350793214,0.8756307867857126,0.7185760164260864,25,-1.5834195464849472,-0.2263145243704787,6,5,1990,-1.31,,,,,,,,,,
Mickey Weston,BAL,0,1,0,9,2,21.0,3.8571423316489177,2.5714282210992785,2.5714282210992785,0.3013698630136986,0.546875,,,,7.7142846632978355,,6.522584225207028,,-0.4333392083644867,Mickey Weston,1013811,124120,1.5,0.09574468,0.06382979,0.03191489,0.3181818181818182,1.619047398469916,201.1025247130929,166.43342166273166,,1.1917004380908072,,0,0,0,,,94,28,20,18,6,6,1,0,1,0,9,-0.7343240529298782,-1.471309930086136,0.736985981464386,-9.68529987335205,-1.0304953157901764,0.5346239855414943,0.5795916579663754,0.7636444237497118,1.0905999660491943,5,-0.871722936630249,-0.5018107483317484,0,2,1990,-0.81,,,,,,,,,,
Don Aase,LAD,3,1,3,32,0,38.0,5.684209385076947,4.49999909651925,1.1842102885576973,0.2434782608695652,0.62222222,,,,4.973683211942329,,4.755667047025173,,-0.4357474148273468,Don Aase,1000003,110003,1.26315789,0.14723926,0.11656442,0.03067485,0.2291666666666666,1.3684207778888948,134.1135937999242,128.30341165748095,,0.2180161649171559,,0,0,0,,,163,33,24,21,5,19,4,0,3,0,24,0.784168004989624,-2.607990026473999,3.392158031463623,-2.1039998531341553,-0.2593593299388885,1.053760290145874,1.129791498184204,1.2391937971115112,1.2468947172164917,19,-0.3468449711799621,1.09100662950272,9,6,1990,-0.72,,,,,,,,,,
Rafael Valdez,SDP,0,1,0,3,0,5.2,4.7647032094264254,3.176468806284284,6.352937612568568,0.3333333333333333,0.81081081,,,,11.117640821994993,,11.984764457329334,,-0.4542957544326782,Rafael Valdez,1013316,123604,1.5,0.1,0.06666667,0.03333333,0.3928571428571428,2.294116360094205,289.9673870976729,307.29378271219434,,-0.867123635334341,,0,0,0,,,30,11,7,7,4,2,0,0,0,0,3,-0.3813479840755462,-0.7024239897727966,0.3210760056972503,-3.184999942779541,-0.3491781055927276,0.700166642665863,0.8556649684906006,1.000999927520752,0.8040000200271606,1,-0.7218810319900513,0.1772278582490465,0,1,1990,-0.35,,,,,,,,,,
Clay Parker,- - -,3,3,0,29,3,73.0,4.93150710701653,3.945205685613224,1.3561644544295457,0.2366071428571428,0.83333333,,,,3.575342652586984,,5.027477215109953,,-0.4606471974402666,Clay Parker,1009999,120230,1.25,0.12987013,0.1038961,0.02597403,0.2327272727272727,1.315068561871075,91.00016643087454,125.39628097401898,,-1.4521345625229691,,1,0,0,,,308,64,29,29,11,32,6,1,4,0,40,-0.1364779863506555,-2.7336840331554413,2.5972059816122055,1.6399999856948853,0.1041452288627624,0.5443833548089733,0.5862772535871376,0.9618206722982998,1.1126951990383012,21,0.1042257398366928,-0.354927722446992,6,4,1990,1.24,,,,,,,,,,
Jesse Orosco,CLE,5,4,2,55,0,64.2,7.65464128248427,5.288661249716404,1.252577664406517,0.2620320855614973,0.73141487,,,,3.896908289264719,,4.679433552670892,,-0.4828393161296844,Jesse Orosco,667,120051,1.44736842,0.19031142,0.13148789,0.05882353,0.2310756972111553,1.4845364911484644,97.99643461205945,120.41011325544824,,-0.7825252634061726,,0,0,0,,,289,58,35,28,9,38,7,0,1,0,55,0.4207299649715423,-3.738960027694702,4.159689903259277,2.9079995155334473,0.255886435508728,0.8065021634101868,1.0437626838684082,1.2004072666168213,1.7430444955825806,27,0.2558993101119995,0.2657731466518384,8,8,1990,-0.19,,,,,,,,,,
Rod Nichols,CLE,0,3,0,4,2,16.0,1.6875,3.375,2.8125,0.3015873015873015,0.72,,,,7.875,,7.995799016952515,,-0.4992280602455139,Rod Nichols,1009569,119766,0.5,0.03797468,0.07594937,-0.03797468,0.3380281690140845,1.875,198.0344070954718,205.76507188847728,,-0.1207990169525148,,0,0,0,,,79,24,14,14,5,6,0,2,0,0,3,-0.5942140966653824,-1.3251580595970154,0.7309439778327942,-7.425000190734863,-0.8406606614589691,0.5812251463532447,0.5679222080442641,0.7956999838352203,0.316750019788742,4,-1.839828073978424,0.8174805372387739,0,1,1990,-0.42,,,,,,,,,,
Steve Adkins,NYY,1,2,0,5,5,24.0,5.25,10.875,1.5,0.2205882352941176,0.70754717,,,,6.375,,7.433299016952516,,-0.5324393510818481,Steve Adkins,1000077,110080,0.48275862,0.12173913,0.25217391,-0.13043478,0.2209302325581395,2.0,161.4981934886411,186.69302900539097,,-1.0582990169525155,,2,0,0,,,115,19,18,17,4,29,0,0,2,0,14,-0.7448040246963501,-2.418035984039306,1.6732319593429563,-8.147899627685547,-0.8982400298118591,0.9453571438789368,0.7686085104942322,0.8700000047683716,1.331760048866272,5,-0.716582715511322,-0.0712719376415718,0,0,1990,-0.34,,,,,,,,,,
Alan Mills,NYY,1,5,0,36,0,41.2,5.184001265625309,7.1280017402348,0.8640002109375515,0.3188405797101449,0.79842932,,,,4.104001001953369,,5.352299638046416,,-0.5345814228057861,Alan Mills,1008949,119142,0.72727273,0.12,0.165,-0.045,0.2891566265060241,1.9440004746094908,103.96686241428117,134.4198013702652,,-1.2482986360930468,,0,0,0,,,200,48,21,19,4,33,6,1,3,0,24,-1.5123000144958496,-3.984829902648926,2.472529888153076,-6.150000095367432,-0.6741333603858948,0.9211491346359252,0.870999813079834,0.9693055748939514,1.4382444620132446,18,-0.8571630716323853,-0.7845906440605364,3,8,1990,0.08,,,,,,,,,,
Craig McMurtry,TEX,0,3,0,23,3,41.2,3.0239992155763753,6.479998319092233,0.8639997758789644,0.2805755395683453,0.71637427,,,,4.319998879394822,,5.616298288559149,,-0.5467598214745522,Craig McMurtry,1008651,118837,0.46666667,0.07446809,0.15957447,-0.08510638,0.2738853503184713,1.7519995455323445,110.37262192961208,143.4615154818862,,-1.2962994091643267,,0,0,0,,,188,43,25,20,4,30,0,1,3,0,14,-0.975010022521019,-3.1240280866622925,2.1490180492401123,-4.583199858665466,-0.4919159859418869,0.7756704860925674,0.756332056702308,0.8340434768925542,1.1554000658147476,17,-0.5706053376197815,-0.6863846342851991,3,4,1990,-0.2,,,,,,,,,,
Mark Davis,KCR,2,7,6,53,3,68.2,9.567960456332573,6.81553347574375,1.179611563109495,0.3163265306122449,0.73426573,,,,5.1116501068078115,,4.832570711671278,,-0.553430438041687,Mark Davis,1003067,113126,1.40384615,0.21856287,0.15568862,0.06287425,0.2553956834532374,1.7912620032403443,130.94282321781108,128.79367157236308,,0.2790793951365335,,0,0,0,,,334,71,43,39,9,52,3,4,6,0,73,-2.995635747909546,-8.970923900604248,5.975287914276123,-16.40910053253174,-1.691801369190216,1.1849942351730776,1.200199800930666,1.2491320180443095,2.2751360511779786,25,-1.9258149862289429,-0.602159968410402,8,12,1990,-0.42,,,,,,,,,,
Mel Rojas,MON,3,1,1,23,0,40.0,5.849999442100578,5.399999485015918,1.1249998927116496,0.25,0.81132075,,,,3.5999996566772787,,5.083298799991629,,-0.5757138133049011,Mel Rojas,1011153,121404,1.08333333,0.15028902,0.13872832,0.01156069,0.2312925170068027,1.4499998617172374,95.08703109191528,136.41337827929456,,-1.48329914331435,,0,0,0,,,173,34,17,16,5,24,4,2,2,0,26,0.9945579767227172,-2.6036081314086914,3.598165988922119,5.38599967956543,0.6202811598777771,1.12725031375885,1.098569393157959,1.0965913534164429,1.272422194480896,18,-0.0540147274732589,0.93630144284026,10,4,1990,0.29,,,,,,,,,,
Steve Bedrosian,SFG,9,9,17,68,0,79.1,4.878152511507566,4.991597918751928,0.6806724434661721,0.2598425196850393,0.71167883,,,,4.197480068041394,,4.446954899371077,,-0.5835358500480652,Steve Bedrosian,1000766,110786,0.97727273,0.12320917,0.1260745,-0.00286533,0.2376237623762376,1.4621852489273326,114.3787261128746,118.67317349250236,,-0.2494748313296826,,0,0,0,,,349,72,40,37,6,44,9,2,3,0,43,-1.01622211933136,-9.508113861083984,8.491891860961914,0.0160000212490558,-0.1786471903324127,1.4576020240783691,1.5001658201217651,1.5243617296218872,2.753706693649292,15,0.0870847404003143,-0.7842723832165416,21,18,1990,-0.36,,,,,,,,,,
Jeff Ballard,BAL,2,11,0,44,17,133.1,3.374999742507954,2.8349997837066816,1.4849998867035,0.281995661605206,0.70998797,,,,4.927499624061613,,5.215798833274856,,-0.5852300301194191,Jeff Ballard,1000490,110515,1.19047619,0.08650519,0.07266436,0.01384083,0.2851782363977486,1.454999888992318,128.45424536070794,133.08352567399606,,-0.2882992092132426,,6,0,0,,,578,152,79,73,22,42,6,3,2,1,50,-1.4645578116178513,-10.774473667144775,9.309916257858276,-11.607399940490724,-1.1806484833359718,0.9443909841895904,0.9306655471975152,1.0659545795484022,1.383136837106002,38,-0.88022580742836,-0.6705702464694134,5,6,1990,-0.8,,,,,,,,,,
Rob Murphy,BOS,0,6,7,68,0,57.0,8.52632263691361,5.052635636689547,1.5789486364654834,0.3989361702127659,0.69230769,,,,6.315794545861934,,4.931107739311665,,-0.6087761521339417,Rob Murphy,1009374,119569,1.6875,0.18947368,0.1122807,0.07719298,0.3373015873015873,2.052633227405128,153.65677091282035,124.45489261625832,,1.3846868065502689,,0,0,0,,,285,85,46,40,10,32,3,1,4,0,54,-1.4930438995361328,-7.714437961578369,6.221394062042236,-21.31800079345703,-2.2789008617401123,1.3642187118530271,1.470322847366333,1.5347646474838257,1.5545791387557983,48,-2.2016589641571045,1.1072274873243897,13,17,1990,-1.74,,,,,,,,,,
Paul Mirabella,MIL,4,2,0,44,2,59.0,4.271185612206098,4.118643268913023,1.3728810896376744,0.2835820895522388,0.76456311,,,,3.966100925619948,,5.3167731066608575,,-0.6946399547159672,Paul Mirabella,1008989,119181,1.03703704,0.10486891,0.1011236,0.00374532,0.2773109243697479,1.5762708806951076,103.0540350699318,136.80500147167996,,-1.3506721810409092,,0,0,0,,,267,66,32,26,9,27,2,2,1,0,28,0.3039120435714721,-2.982879936695099,3.286792159080506,-6.796299874782562,-0.7133967280387878,0.7067093509214896,0.7616817850664438,0.8641954281113364,1.1800705965827494,34,-0.7692108452320099,1.1992490825571511,7,7,1990,0.18,,,,,,,,,,
Howard Farmer,MON,0,3,0,6,4,23.0,5.478260869565218,3.9130434782608696,3.5217391304347827,0.2575757575757575,0.76923077,,,,7.043478260869565,,7.982212060430776,,-0.726845134049654,Howard Farmer,1003936,114013,1.4,0.14141414,0.1010101,0.04040404,0.2921348314606741,1.565217391304348,186.03986118284584,214.18895607986352,,-0.9387337995612102,,1,0,0,,,99,26,18,18,9,10,1,0,1,0,14,-1.0707319974899292,-2.1656880378723145,1.0949559696018696,-8.288699984550476,-0.9695189744234084,0.7518898921275358,0.7000560760498047,0.9889000256856284,0.872866670290629,6,-1.372526004910469,-0.0515282465174931,0,1,1990,-0.59,,,,,,,,,,
Bill Long,- - -,6,2,5,46,0,61.1,4.989133137020924,3.3750018279847427,1.4673920991238012,0.3069306930693069,0.75609756,,,,4.548915507283784,,4.993082808981285,,-0.7351999878883362,Bill Long,1007727,117902,1.47826087,0.12592593,0.08518519,0.04074074,0.2926829268292683,1.5489138824084567,113.87949073981314,128.60747004235188,,-0.4441673016975009,,0,0,0,,,270,72,34,31,10,23,4,1,1,0,34,0.4061880111694336,-4.7745441198349,5.180731892585754,-2.843000054359436,-0.2066365033388137,1.0010575334369514,1.1008632877204991,1.2871086701102878,1.3175040578842163,25,-0.6363223493099213,1.0420812568672722,15,10,1990,0.010000000000000009,,,,,,,,,,
Xavier Hernandez,HOU,2,1,0,34,1,62.1,3.4652407124002367,3.4652407124002367,1.1550802374667457,0.25,0.703125,,,,4.620320949866982,,5.0542883675822985,,-0.7868711799383163,Xavier Hernandez,1005715,115820,1.0,0.08955224,0.08955224,0.0,0.25,1.3475936103778698,126.3427798741739,140.36305458113068,,-0.4339674177153165,,0,0,0,,,268,60,34,32,8,24,5,4,6,0,24,-0.5990880131721497,-1.756600022315979,1.1575119942426682,-6.023000240325928,-0.5279465466737747,0.3009076260186575,0.4960485632930483,0.6812058704740861,0.4641666474441687,24,1.6172647774219513,-3.608201401723403,4,3,1990,-0.07,,,,,,,,,,
Cecilio Guante,CLE,2,3,0,26,1,46.2,5.785714128066087,3.471428476839652,1.9285713760220289,0.2058823529411764,0.73333333,,,,5.014285577657275,,5.658298939296181,,-0.8018313050270081,Cecilio Guante,1005113,115215,1.66666667,0.15228426,0.09137056,0.06091371,0.2159090909090909,1.1999999673025958,126.09537414333128,145.60366188046504,,-0.6440133616389057,,0,0,0,,,197,38,26,26,10,18,4,3,0,0,30,-1.0061819553375244,-3.242813915014267,2.236632078886032,-5.401400446891785,-0.5205115228891373,0.7657335689752409,0.8292448294573816,1.1616538992294898,1.0590600609779357,20,-0.6025940775871277,-0.7114164295975953,6,6,1990,-0.19,,,,,,,,,,
